,Artiste,Titre,Listeners,Unnamed: 3,Unnamed: 4
3091,coldplay,dont-panic,1134763,,
3092,bts,anpanman,23784,,
3093,gwen-stefani,the-sweet-escape,615414,,
3094,the-strokes,is-this-it,722121,,
3095,ellie-goulding,love-me-like-you-do-from-fifty-shades-of-grey,264634,,
3096,childish-gambino,bonfire,247891,,
3097,sufjan-stevens,casimir-pulaski-day,437672,,
3098,demi-lovato,stone-cold,81592,,
3099,the-beatles,eleanor-rigby-remastered-2009,64489,,
3100,lady-gaga,the-edge-of-glory,391769,,
3101,alvvays,archie-marry-me,149275,,
3102,ben-howard,only-love,359634,,
3103,jeremy-zucker,comethru,15896,,
3104,trippie-redd,toxic-waste,8496,,
3105,avicii,levels,563312,,
3106,marilyn-manson,the-beautiful-people,616141,,
3107,t-a-t-u,all-the-things-she-said,402140,,
3108,selena-gomez,kill-em-with-kindness,165252,,
3109,lana-del-rey,shades-of-cool,259717,,
3110,tyler-the-creator,cindy-lous-wish,8607,,
3111,charli-xcx,boom-clap,322435,,
3112,james-bay,hold-back-the-river,293879,,
3113,mo,way-down,24899,,
3114,christina-aguilera,genie-in-a-bottle,560817,,
3115,kris-kross-amsterdam,whenever-feat-conor-maynard,38039,,
3116,grimes,realiti,139094,,
3117,jpegmafia,baby-im-bleeding,31505,,
3118,6ix9ine,bebe,24626,,
3119,idles,colossus,24068,,
3120,mac-demarco,freaking-out-the-neighborhood,156098,,
3121,the-xx,i-dare-you,144731,,
3122,slowdive,when-the-sun-hits,224138,,
3123,yellowcard,ocean-avenue,532727,,
3124,culture-club,karma-chameleon,410459,,
3125,michael-sembello,maniac,237086,,
3126,bon-iver,29-strafford-apts,118181,,
3127,tove-lo,talking-body,245608,,
3128,bloodhound-gang,the-bad-touch,647208,,
3129,p-nk,just-give-me-a-reason,351942,,
3130,shawn-mendes,nervous,43637,,
3131,tv-on-the-radio,wolf-like-me,492339,,
3132,nick-drake,pink-moon,526234,,
3133,michael-jackson,rock-with-you-single-version,136215,,
3134,the-knife,heartbeats,623454,,
3135,kasabian,fire,635668,,
3136,clairo,flaming-hot-cheetos,39884,,
3137,deerhunter,helicopter,219519,,
3138,twice,dance-the-night-away,18519,,
3139,massive-attack,unfinished-sympathy,558478,,
3140,mk,back-forth,17538,,
3141,frank-ocean,bad-religion,259289,,
3142,spiritualized,ladies-and-gentlemen-we-are-floating-in-space,229128,,
3143,takeoff,she-gon-wink,8333,,
3144,alt-j,taro,342311,,
3145,dido,white-flag,607557,,
3146,seal,kiss-from-a-rose,524094,,
3147,snail-mail,speaking-terms,31379,,
3148,the-cardigans,my-favourite-game,555979,,
3149,simon-garfunkel,the-boxer,570578,,
3150,hole,celebrity-skin,419117,,
3151,chvrches,miracle-hansa-session,8467,,
3152,selena-gomez,the-heart-wants-what-it-wants,183654,,
3153,natasha-bedingfield,unwritten,523697,,
3154,baco-exu-do-blues,girassois-de-van-gogh,8792,,
3155,soundgarden,spoonman,505955,,
3156,halsey,sorry,54351,,
3157,house-of-pain,jump-around,600317,,
3158,frank-ocean,sierra-leone,281671,,
3159,twenty-one-pilots,lane-boy,129340,,
3160,disturbed,are-you-ready,25337,,
3161,denzel-curry,taboo, TA13OO,30923,
3162,deftones,my-own-summer-shove-it,460987,,
3163,duran-duran,ordinary-world,414494,,
3164,mitski,old-friend,29989,,
3165,bombay-bicycle-club,always-like-this,432710,,
3166,bring-me-the-horizon,happy-song,114393,,
3167,lykke-li,i-follow-rivers-the-magician-remix,228771,,
3168,brockhampton,tokyo,53711,,
3169,julia-holter,chaitius,10678,,
3170,jamie-xx,loud-places,163461,,
3171,harry-styles,kiwi,76905,,
3172,the-darkness,i-believe-in-a-thing-called-love,538927,,
3173,bob-dylan,tangled-up-in-blue-take-3-remake-3,8309,,
3174,iza,dona-de-mim,14697,,
3175,the-smashing-pumpkins,disarm-remastered,18890,,
3176,korn,falling-away-from-me,612637,,
3177,g-eazy,him-i-with-halsey,79386,,
3178,iron-maiden,run-to-the-hills-1998-remastered-version,100562,,
3179,extreme,more-than-words,465980,,
3180,washed-out,feel-it-all-around,417200,,
3181,yung-lean,happy-feet,9595,,
3182,galantis,emoji,8278,,
3183,bruce-springsteen,im-on-fire,365874,,
3184,david-guetta,like-i-do,78999,,
3185,dean-martin,let-it-snow-let-it-snow-let-it-snow,226043,,
3186,taylor-swift,red,190561,,
3187,panic-at-the-disco,roaring-20s,31501,,
3188,rihanna,desperado,128820,,
3189,taylor-swift,this-is-why-we-cant-have-nice-things,46843,,
3190,britney-spears,work-b-ch,180444,,
3191,american-football,never-meant,217489,,
3192,vampire-weekend,step,334937,,
3193,ariana-grande,the-way,150231,,
3194,a-tribe-called-quest,electric-relaxation,367797,,
3195,duke-dumont,ocean-drive,150669,,
3196,kelly-clarkson,underneath-the-tree,86981,,
3197,the-beatles,ob-la-di-ob-la-da-2018-mix,8313,,
3198,rammstein,engel,476083,,
3199,car-seat-headrest,my-boy-twin-fantasy,57084,,
3200,arctic-monkeys,fireside,346409,,
3201,the-kinks,all-day-and-all-of-the-night,573772,,
3202,first-aid-kit,my-silver-lining,230453,,
3203,st-vincent,new-york,91803,,
3204,radiohead,subterranean-homesick-alien,847394,,
3205,michael-buble,love-you-anymore,13879,,
3206,carly-rae-jepsen,gimmie-love,77297,,
3207,declan-mckenna,brazil,91394,,
3208,bts,go-go,32064,,
3209,kendrick-lamar,big-shot-with-travis-scott,59781,,
3210,sting,englishman-in-new-york,480303,,
3211,fergie,fergalicious,467540,,
3212,lil-peep,beamer-boy,36878,,
3213,ellie-goulding,burn,498872,,
3214,mitski,washing-machine-heart,26128,,
3215,pet-shop-boys,west-end-girls,361847,,
3216,animal-collective,my-girls,527590,,
3217,dua-lipa,homesick,70251,,
3218,kendrick-lamar,these-walls,175387,,
3219,years-years,all-for-you,36914,,
3220,eminem,my-name-is,601701,,
3221,frank-ocean,novacane,307701,,
3222,david-bowie,ziggy-stardust-2012-remastered-version,122630,,
3223,justin-timberlake,say-something,86392,,
3224,the-beach-boys,good-vibrations-remastered,23313,,
3225,kendrick-lamar,a-d-h-d,309298,,
3226,shakira,whenever-wherever,427727,,
3227,jon-bellion,all-time-low,115618,,
3228,fka-twigs,two-weeks,269856,,
3229,the-coral,dreaming-of-you,432546,,
3230,david-bowie,ziggy-stardust-2012-remastered-version,122630,,
3231,fleet-foxes,icicle-tusk,42826,,
3232,michael-buble,love-you-anymore,13879,,
3233,kendrick-lamar,big-shot-with-travis-scott,59781,,
3234,ellie-goulding,burn,498872,,
3235,fka-twigs,two-weeks,269856,,
3236,frank-ocean,novacane,307701,,
3237,pusha-t,infrared,45898,,
3238,kendrick-lamar,these-walls,175387,,
3239,justin-timberlake,say-something,86392,,
3240,lil-peep,beamer-boy,36878,,
3241,rise-against,prayer-of-the-refugee,597190,,
3242,queen,play-the-game-remastered-2011,28158,,
3243,radiohead,present-tense,157366,,
3244,johann-sebastian-bach,cello-suite-no-1-in-g-major-bwv-1007-i-prelude,23087,,
3245,the-velvet-underground,pale-blue-eyes,477759,,
3246,radiohead,just,796371,,
3247,kendrick-lamar,a-d-h-d,309298,,
3248,the-coral,dreaming-of-you,432546,,
3249,fleetwood-mac,dreams-2004-remaster-for-digital-2004-remaster,8136,,
3250,fergie,fergalicious,467540,,
3251,limp-bizkit,take-a-look-around,589501,,
3252,jon-bellion,all-time-low,115618,,
3253,iggy-azalea,fancy,348841,,
3254,carly-rae-jepsen,gimmie-love,77297,,
3255,the-wombats,lets-dance-to-joy-division,503894,,
3256,eminem,my-name-is,601701,,
3257,japanese-breakfast,road-head,65143,,
3258,yung-lean,happy-feet,9595,,
3259,katy-perry,the-one-that-got-away,467256,,
3260,queen,youre-my-best-friend,649806,,
3261,the-knack,my-sharona,380573,,
3262,glass-animals,youth,110524,,
3263,dua-lipa,homesick,70251,,
3264,shakira,whenever-wherever,427727,,
3265,ariana-grande,knew-better-forever-boy,56668,,
3266,the-weeknd,die-for-you,101454,,
3267,britney-spears,circus,491462,,
3268,the-ronettes,sleigh-ride,216432,,
3269,the-white-stripes,icky-thump,720055,,
3270,neutral-milk-hotel,two-headed-boy,494045,,
3271,mitski,two-slow-dancers,31415,,
3272,bjork,its-oh-so-quiet,432832,,
3273,paramore,thats-what-you-get,671658,,
3274,shakira,clandestino,37091,,
3275,mariah-carey,giving-me-life,8090,,
3276,metallica,whiskey-in-the-jar,531403,,
3277,audioslave,cochise,632045,,
3278,amy-winehouse,love-is-a-losing-game,759170,,
3279,kali-uchis,your-teeth-in-my-neck,40736,,
3280,anderson-paak,am-i-wrong,66075,,
3281,iggy-azalea,fancy,348841,,
3282,the-paper-kites,bloom-bonus-track,158706,,
3283,britney-spears,circus,491462,,
3284,katy-perry,the-one-that-got-away,467256,,
3285,queen,youre-my-best-friend,649806,,
3286,placebo,the-bitter-end,698291,,
3287,metallica,whiskey-in-the-jar,531403,,
3288,cage-the-elephant,cold-cold-cold,92292,,
3289,amy-winehouse,love-is-a-losing-game,759170,,
3290,the-weeknd,try-me,79202,,
3291,noname,blaxploitation,28848,,
3292,rita-ora,first-time-high,8307,,
3293,future-islands,seasons-waiting-on-you,244200,,
3294,bad-wolves,zombie,38624,,
3295,radiohead,kid-a,690691,,
3296,arctic-monkeys,a-certain-romance,824873,,
3297,car-seat-headrest,bodys,44783,,
3298,portishead,sour-times,682219,,
3299,the-notorious-b-i-g,hypnotize-2014-remastered-version,67619,,
3300,freya-ridings,lost-without-you,27016,,
3301,arctic-monkeys,the-view-from-the-afternoon,842459,,
3302,the-1975,robbers,135800,,
3303,florence-the-machine,june,54235,,
3304,grizzly-bear,mourning-sound,97762,,
3305,maroon-5,maps,339301,,
3306,bts,the-truth-untold,23815,,
3307,florence-the-machine,ship-to-wreck,229898,,
3308,kanye-west,all-falls-down,286547,,
3309,arcade-fire,neighborhood-1-tunnels,697403,,
3310,hugh-jackman,the-greatest-show,32830,,
3311,nicki-minaj,super-bass,486111,,
3312,avicii,hey-brother,424514,,
3313,rupert-holmes,escape-the-pina-colada-song,204595,,
3314,the-beatles,something-remastered-2009,72520,,
3315,dio,holy-diver,470949,,
3316,linkin-park,one-more-light,78635,,
3317,kongos,come-with-me-now,208008,,
3318,queen,im-in-love-with-my-car-remastered-2011,19709,,
3319,iron-maiden,the-trooper-1998-remastered-version,94848,,
3320,fall-out-boy,the-last-of-the-real-ones,66914,,
3321,father-john-misty,mr-tillman,54077,,
3322,pixies,monkey-gone-to-heaven,798765,,
3323,blur,coffee-tv,662926,,
3324,g-eazy,me-myself-i,185872,,
3325,usher,yeah,363077,,
3326,the-rolling-stones,wild-horses,627833,,
3327,troye-sivan,what-a-heavenly-way-to-die,28631,,
3328,weezer,zombie-bastards,8523,,
3329,nicki-minaj,majesty-with-labrinth-feat-eminem,20230,,
3330,the-rolling-stones,wild-horses,627833,,
3331,arcade-fire,neighborhood-1-tunnels,697403,,
3332,florence-the-machine,ship-to-wreck,229898,,
3333,dio,holy-diver,470949,,
3334,bad-wolves,zombie,38624,,
3335,florence-the-machine,june,54235,,
3336,kanye-west,cant-tell-me-nothing,734521,,
3337,muse,new-born,741878,,
3338,fleetwood-mac,never-going-back-again,333527,,
3339,taylor-swift,welcome-to-new-york,134209,,
3340,g-eazy,me-myself-i,185872,,
3341,freya-ridings,lost-without-you,27016,,
3342,usher,yeah,363077,,
3343,curren-y,location-remote,7971,,
3344,queens-of-the-stone-age,make-it-wit-chu,420533,,
3345,the-notorious-b-i-g,hypnotize-2014-remastered-version,67619,,
3346,exo,damage,7969,,
3347,blood-orange,orlando,33393,,
3348,lorde,white-teeth-teens,275515,,
3349,rm,moonchild,11341,,
3350,kodak-black,take-one,7966,,
3351,grizzly-bear,mourning-sound,97762,,
3352,macklemore-ryan-lewis,thrift-shop-feat-wanz,582316,,
3353,pixies,monkey-gone-to-heaven,798765,,
3354,frank-ocean,crack-rock,242321,,
3355,mariah-carey,giving-me-life-feat-slick-rick-blood-orange,7954,,
3356,radiohead,lucky,879209,,
3357,denzel-curry,vengeance, Vengeance [Feat. Jpegmafia & Zillakami , Jpegmaf1a + Z1llakam1],22170.0
3358,6lack,switch,27395,,
3359,nirvana,in-bloom-nevermind-version,106451,,
3360,troye-sivan,what-a-heavenly-way-to-die,28631,,
3361,father-john-misty,mr-tillman,54077,,
3362,whitney-houston,i-will-always-love-you,525424,,
3363,poppy,play-destroy,7958,,
3364,troye-sivan,youth,161667,,
3365,father-john-misty,real-love-baby,102633,,
3366,arctic-monkeys,dancing-shoes,951187,,
3367,little-dragon,timothy,7936,,
3368,eminem,mockingbird,638084,,
3369,nicki-minaj,majesty-with-labrinth-feat-eminem,20230,,
3370,ozzy-osbourne,crazy-train-remastered,90431,,
3371,mac-miller,small-worlds,27252,,
3372,lady-gaga,marry-the-night,324559,,
3373,lil-wayne,sucker-for-pain-with-wiz-khalifa-imagine-dragons-logic-ty-dolla-ign-feat-x-ambassadors,129034,,
3374,the-rolling-stones,brown-sugar,680712,,
3375,led-zeppelin,when-the-levee-breaks,596815,,
3376,grimes,california,151566,,
3377,p-o-d,youth-of-the-nation,553734,,
3378,daniel-caesar,japanese-denim,42785,,
3379,joy-division,shes-lost-control-2007-remastered-version,99646,,
